,theta,rpm1,rpm2
0,0.0,0.0,0.0
1,30.0,0.0,3.1415926535897927
2,89.0,0.0,6.283185307179585
3,89.0,3.1415926535897927,3.1415926535897927
4,148.0,0.0,6.283185307179585
5,148.0,6.283185307179585,6.283185307179585
6,148.0,6.283185307179585,6.283185307179585
